region,retailer,asin,isbn13,title_name,authors,sales_rank,list_price,print_list_price,price,currency,timestamp,synopsis,imprint_i,release_date,imprint_ii,language,download_options,number_of_pages,hours_to_read,total_words,rating,category_rankings,image,url
US,Kobo US,,9.78E+12,Harlequin Heartwarming August 2021 Box Set,Anna J. Stewart,,N/A,,$14.99 ,USD,8/3/2024 2:29,"Harlequin® Heartwarming celebrates wholesome, heartfelt relationships that focus on home, family, community and love. Experience all that and more with four new novels in one collection!
This Harlequin Heartwarming box set includes:
BUILDING A SURPRISE FAMILY
Butterfly Harbor Stories
by USA TODAY bestselling author Anna J. Stewart
Being nicknamed Butterfly Harbor's most eligible bachelor has taken Ozzy Lakeman by surprise! But he’s more surprised by the town newcomer and single mom-to-be, Jo Bertoletti, a woman he can't get off his mind…or out of his heart.
THE SECRET SANTA PROJECT
Seasons of Alaska
by USA TODAY bestselling author Carol Ross
Travel blogger Hazel James has scheduled her holiday at an unexpected but much-needed locale—home. Major disruption to her peaceful Christmas: Cricket Blackburn, her brother’s best friend and the love of her life she can’t quite seem to get over.
STEALING HER BEST FRIEND’S HEART
The Golden Matchmakers Club
By USA TODAY bestselling author Tara Randel
Heidi Welch wants the house Reid Masterson intends to flip for a profit, which puts it out of her price range. Will they make a deal or take a chance on a friendship that has grown into love?
A COWBOY’S HOMECOMING
Kansas Cowboys
by USA TODAY bestselling author Leigh Riker
Rancher and widowed single mother Kate Lancaster needed help. But she’d never accept it from Noah Bodine—the man she was drawn to…and the man she blames for her husband’s death.
Look for 4 compelling new stories every month from Harlequin® Heartwarming!",Harlequin,27-Jul-21,Harlequin Heartwarming,English,EPUB 3 (Adobe DRM),"368
Pages","23 - 25
Hours to read","285k
Total words",Rated 0 out of 5 stars,"#90445 in Romance, Contemporary #220918 in Romance #267179 in Fiction & Literature",https://cdn.kobo.com/book-images/79149493-5f30-4a52-90e0-cb475ec022f4/353/569/90/False/harlequin-heartwarming-august-2021-box-set.jpg,https://www.kobo.com/us/en/ebook/harlequin-heartwarming-august-2021-box-set
US,Kobo US,,9.78E+12,Harlequin Heartwarming March 2022 Box Set,Patricia Johns,,N/A,,$14.99 ,USD,8/3/2024 2:29,"Harlequin® Heartwarming celebrates wholesome, heartfelt relationships that focus on home, family, community and love. Experience all that and more with four new novels in one collection!
This Harlequin Heartwarming box set includes:
A DEPUTY IN AMISH COUNTRY
Amish Country Haven
by Patricia Johns
Deputy Conrad Westhouse has one job—protect Annabelle Richards until she can testify. The best place to keep her safe is his ranch in Amish country, but getting to know the beautiful witness means risking his heart…
THE COWBOY MEETS HIS MATCH
The Mountain Monroes
by USA TODAY bestselling author Melinda Curtis
Cowboy Rhett Diaz is starting an outdoor adventure company—with needed help from Olivia Monroe’s family. He just has to get her across the country first… Can the road trip of a lifetime lead to lifelong love?
TO TRUST A COWBOY
The Cowboys of Garrison, Texas
by USA TODAY bestselling author Sasha Summers
Hattie Carmichael’s brother is marrying her childhood bully. Participating in the hasty wedding is one thing—doing it alone is another. Thankfully, Forrest Briscoe plays along with her fake relationship ruse…until neither can tell what’s real from pretend.
SECOND CHANCE LOVE
Veterans’ Road
by USA TODAY bestselling author Cheryl Harper
Marcus Bryant returns home to Miami—and to old friend Cassie Brooks. Their friendship never survived his joining the air force after graduation. Planning their high school reunion together might help them unravel the past…and find a future.
Look for 4 compelling new stories every month from Harlequin® Heartwarming!",Harlequin,22-Feb-22,Harlequin Heartwarming,English,EPUB 3 (Adobe DRM),"368
Pages","22 - 24
Hours to read","280k
Total words",Rated 0 out of 5 stars,"#90448 in Romance, Contemporary #220918 in Romance #267197 in Fiction & Literature",https://cdn.kobo.com/book-images/8d1ac8e7-d934-4772-8f04-6bb78a395882/353/569/90/False/harlequin-heartwarming-march-2022-box-set.jpg,https://www.kobo.com/us/en/ebook/harlequin-heartwarming-march-2022-box-set
US,Kobo US,,9.78E+12,Harlequin Romantic Suspense June 2022 - Box Set,Addison Fox,,N/A,,$14.99 ,USD,8/3/2024 2:29,"Looking for heart-racing romance and breathless suspense? Want stories filled with life-and-death situations that cause sparks to fly between adventurous, strong women and brave, powerful men?
Harlequin® Romantic Suspense brings you all that and more with four new full-length titles in one collection!
UNDERCOVER COLTON (A Coltons of Colorado novel)
by Addison Fox
Sami Evans has long suspected her father may not be entirely aboveboard. So she's not surprised when her one-night stand turns out to be an FBI agent. Dom Colton needs to get closer to Sami's father, but when Dom and Sami fake an engagement, he's realizing his feelings might be more than a cover.
CAVANAUGH JUSTICE: DEADLY CHASE (A Cavanaugh Justice novel)
by USA TODAY bestselling author Marie Ferrarella
Embittered and broken detective Gabriel Cortland is forced to pair up with an optimistic partner to take down a prolific serial killer—the one who killed Gabriel’s pregnant wife. Gabriel is determined to work alone on this, but Shayla Cavanaugh knows how to break down his defenses. But with a killer on the loose, Gabriel's new lease on life may not last very long…
COLD CASE COWBOY (A Cold Case Detectives novel)
by Jennifer Morey
When she finds refuge at his ranch, Indie Deboe struggles with her feelings for Wes McCann. She's lost everything before—to the same killer who could be a threat to both of them now!
HOTSHOT HERO UNDER FIRE (A Hotshot Heroes novel)
by Lisa Childs
Hotshot firefighter/paramedic Owen James is in danger—and not from firefighting. Someone is trying to kill him, and he finds himself falling for the prime suspect!",Harlequin,24-May-22,Harlequin Romantic Suspense,English,EPUB 3 (Adobe DRM),"288
Pages","22 - 24
Hours to read","270k
Total words",Rated 0 out of 5 stars,"#33274 in Romance, Romantic Suspense #49608 in Mystery & Suspense, Thrillers #90437 in Romance, Contemporary",https://cdn.kobo.com/book-images/13269669-4743-420f-abbe-f272333d00c2/353/569/90/False/harlequin-romantic-suspense-june-2022-box-set.jpg,https://www.kobo.com/us/en/ebook/harlequin-romantic-suspense-june-2022-box-set
US,Kobo US,,9.78E+12,Chasing Her Dream,Jennifer Slattery,,N/A,,$4.99 ,USD,8/3/2024 2:29,"She needs his help…
But can she trust him again?
After she inherits her uncle’s mismanaged ranch, single mom Rheanna Stone’s not sure she can also handle saving abused horses from a nearby property. So when rancher Dave Brewster offers to stay in town to help, she can’t say no—even if he left her once before. As they grow closer, old secrets are uncovered…but can they heal past heartbreak to give themselves a new beginning?
From Love Inspired: Uplifting stories of faith, forgiveness and hope.",Harlequin,24-Aug-21,Love Inspired,English,EPUB 3 (Adobe DRM),"224
Pages","4 - 5
Hours to read","62k
Total words",Rated 0 out of 5 stars,"#8382 in Romance, Inspired Romance #90452 in Romance, Contemporary #220958 in Romance",https://cdn.kobo.com/book-images/9dcad299-687a-41ef-a5d6-8804bb9dc43c/353/569/90/False/chasing-her-dream-2.jpg,https://www.kobo.com/us/en/ebook/chasing-her-dream-2
US,Kobo US,,9.78E+12,The Bronc Rider's Twin Surprise,Lisa Childs,,N/A,,$4.99 ,USD,8/3/2024 2:29,"This cowboy’s unexpected return…
Isn’t the only surprise!
Rodeo cowboy Dusty Haven has a runaway wife problem. But after weeks of looking, Melanie Shepard has disappeared. Which is why Dusty is floored when he returns to his family at Ranch Haven only to find his beautiful, blushing new bride there—pregnant with twins! Now this rodeo star has one last chance to prove that no matter what, family is forever…and so is love.
From Harlequin Heartwarming: Wholesome stories of love, compassion and belonging.
Bachelor Cowboys
Book 1: A Rancher's Promise
Book 2: The Cowboy's Unlikely Match
Book 3: The Bronc Rider's Twin Surprise",Harlequin,28-Jun-22,Harlequin Heartwarming,English,EPUB 3 (Adobe DRM),"368
Pages","5 - 6
Hours to read","74k
Total words",Rated 0 out of 5 stars,"#13070 in Fiction & Literature, Westerns #220922 in Romance #267180 in Fiction & Literature",https://cdn.kobo.com/book-images/8c8f20ff-f163-4d4c-83ac-37cf8a6af875/353/569/90/False/the-bronc-rider-s-twin-surprise.jpg,https://www.kobo.com/us/en/ebook/the-bronc-rider-s-twin-surprise
US,Kobo US,,9.78E+12,Taken,Lisa Harris,,N/A,,$4.99 ,USD,8/3/2024 2:29,"MISSING CHILD
Kate Elliot's suburban life turns upside down when her sister is shot and her niece kidnapped. Unsure of whom to trust, she turns to FBI agent Marcus O'Brian. But Kate doesn't want to leave the case to the authorities. Against the handsome agent's orders, she tracks her niece to Paris, and the City of Light quickly becomes a city of danger. Marcus can't explain why he feels such a strong connection with the headstrong woman, but soon he's taking on the role of Kate's protector. Yet when the kidnappers demand a ransom Kate can't deliver, he's not sure how much longer he can keep her alive. Now Marcus has the next twenty-four hours to save a stolen child and the woman he's grown to love.",Harlequin,12-Apr-21,Love Inspired Suspense,English,EPUB 2 (Adobe DRM),"224
Pages","4 - 5
Hours to read","57k
Total words",Rated 4.5 out of 5 stars with 2 ratings,"#11725 in Fiction & Literature, Religious #33275 in Romance, Romantic Suspense #220949 in Romance",https://cdn.kobo.com/book-images/0e6fa9f0-95fa-4f8a-984c-f0f5bc0a6e9b/353/569/90/False/taken-250.jpg,https://www.kobo.com/us/en/ebook/taken-250
US,Kobo US,,9.78E+12,Harlequin Romantic Suspense December 2021 Box Set,Beth Cornelison,,N/A,,$14.99 ,USD,8/3/2024 2:29,"Looking for heart-racing romance and breathless suspense? Want stories filled with life-and-death situations that cause sparks to fly between adventurous, strong women and brave, powerful men?
Harlequin® Romantic Suspense brings you all that and more with four new full-length titles in one collection!
COLTON 911: SECRET ALIBI (A Colton 911: Chicago novel)
by Beth Cornelison
When Nash Colton is framed for murder, his former lover, Valerie Yates, must choose between proving his innocence and putting her mother’s fragile mental health at risk. As they fight to rebuild their relationship, they must learn to trust each other—and find the person trying to kill Nash.
DROP-DEAD COLTON (A Coltons of Grave Gulch novel)
by Beverly Long
FBI agent Bryce Colton has dedicated the past year to finding serial killer Len Davison. When Davison becomes obsessed with Olivia Margulies, Bryce believes the man may be within reach. But the obsession turns dangerous, and Bryce takes the ultimate risk to save the woman that he loves…
THE LAST COWBOY STANDING (A Cowboys of Holiday Ranch novel)
by New York Times bestselling author Carla Cassidy
Marisa has been waiting to kill a man who kidnapped her. When she hires Mac McBride to care for an abused horse on her ranch, she thinks there might be some good in the world after all. But Marisa's past isn't finished with her—and Mac may not be enough to protect her.
MATCHED WITH MURDER
by Danielle M. Haas
When multiple murders are connected to users on Samatha Gates's dating app, Detective Max Green knows she'll have information he needs. Neither of them expected Samantha to become a target—and now she has to share her secrets with Max to find the true culprit.",Harlequin,30-Nov-21,Harlequin Romantic Suspense,English,EPUB 3 (Adobe DRM),"288
Pages","22 - 24
Hours to read","279k
Total words",Rated 5.0 out of 5 stars with 2 ratings,"#33269 in Romance, Romantic Suspense #49617 in Mystery & Suspense, Thrillers #90442 in Romance, Contemporary",https://cdn.kobo.com/book-images/c7dbdb28-4a11-408c-9f61-02fd7bf24c8a/353/569/90/False/harlequin-romantic-suspense-december-2021-box-set.jpg,https://www.kobo.com/us/en/ebook/harlequin-romantic-suspense-december-2021-box-set
US,Kobo US,,9.78E+12,The Wedding Favor,Ally Blake,,N/A,,$4.99 ,USD,8/3/2024 2:29,"In Ally Blake’s latest Harlequin Romance, sparks fly when a former teenage crush appears at a wedding and asks for a favor that can't be resisted…
When one favor…
Leads to another!
The sparks are flying from the moment Emerson Adler meets her teenage crush again at a wedding. Everything is different: Holden Roarke is now a millionaire entrepreneur—and she has sworn off relationships after all the heartbreak in her life. Yet when Holden asks for a favor…it’s impossible to say no! Emerson knows she’s strong enough to keep her heart at a distance—or so she thinks. But all too quickly, it’s not so simple anymore!
From Harlequin Romance: Be swept away by glamorous and heartfelt love stories.",Harlequin,28-Jun-22,Harlequin Romance,English,EPUB 3 (Adobe DRM),"256
Pages","4 - 5
Hours to read","60k
Total words",Rated 0 out of 5 stars,"#28664 in Fiction & Literature, Contemporary Women #90439 in Romance, Contemporary #220913 in Romance",https://cdn.kobo.com/book-images/d22704fe-4c56-49a4-aa20-8d12459a0835/353/569/90/False/the-wedding-favor-6.jpg,https://www.kobo.com/us/en/ebook/the-wedding-favor-6
US,Kobo US,,9.78E+12,Finding the Rancher's Son,Karen Whiddon,,N/A,,$4.99 ,USD,8/3/2024 2:29,"“I urgently need your help. My life is in danger.
Please come home.”
A text from her estranged sister brings Jackie Burkholdt home…to find her family has disappeared. If terrified Charla has come to harm, Jackie suspects Eli Pitts, her sister's ex-husband. But her distrust soon turns to attraction to the rugged rancher. As Jackie and Eli team up to track their missing loved ones, she must not only risk her life, but her growing feelings for the one man who’s totally off-limits.
From Harlequin Romantic Suspense: Danger. Passion. Drama.
Feel the excitement in these uplifting romances, part of the series:",Harlequin,29-Mar-22,Harlequin Romantic Suspense,English,EPUB 3 (Adobe DRM),"288
Pages","5 - 6
Hours to read","74k
Total words",Rated 0 out of 5 stars,"#13070 in Fiction & Literature, Westerns #33269 in Romance, Romantic Suspense #220949 in Romance",https://cdn.kobo.com/book-images/28ef307e-1d68-4d7d-b1c4-3be81cc7612a/353/569/90/False/finding-the-rancher-s-son.jpg,https://www.kobo.com/us/en/ebook/finding-the-rancher-s-son
US,Kobo US,,9.78E+12,Tales from the Cafe,Toshikazu Kawaguchi,,N/A,,$15.49 ,USD,8/3/2024 2:30,"**PREORDER YOUR COPY OF BEFORE WE FORGET KINDNESS, the fifth book in the best-selling and much loved series, NOW!
From the author of the international bestseller Before the Coffee Gets Cold, this book follows four new customers who hope to travel back in time in a little Japanese café.**
In a back alley in Tokyo, there is a café that has been serving carefully brewed coffee for more than one hundred years. Local legend says that this shop offers something else besides coffee—the chance to travel back in time.
With faces both familiar and new, Tales from the Cafe follows the story of four patrons who visit to take advantage of café Funiculi Funicula's time-traveling offer and revisit moments with family, friends and lovers. Each one must face up to the past to move on with their lives.
Kawaguchi's wistful and heartwarming new novel once again invites the reader to ask themselves, ""What would you do if you could travel back in time?""
Meet more wonderful characters in the rest of the captivating *Before the Coffee Gets Cold*series:

Before the Coffee Gets Cold
Before Your Memory Fades
Before We Say Goodbye
And the upcoming BEFORE WE FORGET KINDESS",Hanover Square Press,12-Oct-21,Hanover Square Press,English,EPUB 3 (Adobe DRM),"176
Pages","3 - 4
Hours to read","47k
Total words",Rated 4.42 out of 5 stars with 57 ratings,"#3015 in Science Fiction & Fantasy, Fantasy, Contemporary #5320 in Fiction & Literature, Literary #17316 in Science Fiction & Fantasy",https://cdn.kobo.com/book-images/cec60ac6-30c8-45ad-a03b-b2b3541e94b7/353/569/90/False/tales-from-the-cafe-2.jpg,https://www.kobo.com/us/en/ebook/tales-from-the-cafe-2
